d,null_tall,tall_pos,not_tall,very_tall,not_very_tall_lit,not_very_tall_exh
74.26666666666667,-3.7113236129143776,-2.8430651030999337,-8.268991642419069,-2.6455542645841437,-5.075647746322065,-3.7792439870958057
74.33333333333333,-3.7593760748963976,-2.885862795274101,-8.441278777911545,-2.6839270723197175,-5.1527065219628705,-3.8476292026685166
74.4,-3.808056673636363,-2.929520664938656,-8.61627147453033,-2.723235407954935,-5.230595285900814,-3.9171055217050617
74.46666666666667,-3.8573654091342524,-2.974029234046804,-8.793974223663291,-2.7634948529448686,-5.309313139805391,-3.987647370787366
74.53333333333333,-3.907302281390077,-3.0193577125708866,-8.974439672951492,-2.8046833719890105,-5.388850549214339,-4.059123552301362
74.6,-3.9578672904038363,-3.065342802773068,-9.157582427047787,-2.846792668557319,-5.469206494904144,-4.1318741235725
74.66666666666667,-4.009060436175542,-3.112334211752555,-9.34346395668677,-2.8899109401020318,-5.550378865749545,-4.205547541597909
74.73333333333333,-4.060881718705171,-3.160138365380216,-9.532074984688432,-2.9337242398995946,-5.632363061273436,-4.280232958981261
74.8,-4.113331137992736,-3.2087395379910824,-9.723441416846725,-2.9785288683272126,-5.715157230667682,-4.355925437486583
74.86666666666667,-4.166408694038246,-3.258148173378973,-9.91755129480865,-3.024206085089598,-5.798756434081902,-4.432610887969052
74.93333333333334,-4.220114386841679,-3.3085028068114273,-10.114421241393424,-3.0707550483515655,-5.8831597181663104,-4.510181816150622
75,-4.274448216403049,-3.359487121947433,-10.314056018970556,-3.118164116266319,-5.968363024838315,-4.588920046015002
75.06666666666666,-4.329410182722352,-3.411213306912997,-10.516455009481831,-3.1664266203000935,-6.0543638495279035,-4.668531269238808
75.13333333333333,-4.385000285799592,-3.463698856960275,-10.721626136967565,-3.215528200977547,-6.141159704012469,-4.74908799716059
75.2,-4.441218525634778,-3.5169392446312546,-10.92954604889851,-3.265472127477125,-6.228744493358589,-4.830586479018346
75.26666666666667,-4.4980649022278865,-3.5709260194872945,-11.140253626755253,-3.3162204949814718,-6.317120446337528,-4.913027626731944
75.33333333333333,-4.55553941557893,-3.625655594118666,-11.353787379311685,-3.3678023051110455,-6.406279369202049,-4.996391849835149
75.4,-4.6136420656879205,-3.681151638228154,-11.570098361511317,-3.420192937919555,-6.4962230800875975,-5.080680268140933
75.46666666666667,-4.672372852554834,-3.737322920432582,-11.789220514873758,-3.4733881077520206,-6.586944414753006,-5.165862091254023
75.53333333333333,-4.731731776179682,-3.7942465533258383,-12.011082186703629,-3.527384343984717,-6.678445468969009,-5.251968020758892
75.6,-4.791718836562465,-3.8519048017462185,-12.23577538921773,-3.5818224371284524,-6.770720477237088,-5.338968334136582
